Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 2012 base,normalized_sale_price,Person,Property,Society
97236,2020,4.28,747.61,2.046060374,355624.0,542.0,1800.0,161.0
97236,2021,13.77,850.54,2.32775938,399634.0,499.0,1629.0,103.0
97236,2022,10.77,942.13,2.578423055,439571.0,533.0,1641.0,123.0
97266,1978,.,100.0,0.289628407,39528.6465,,,
97266,1979,15.82,115.82,0.335447621,45782.07837,,,
97266,1980,-2.1,113.39,0.32840965,44821.53226,,,
97266,1981,.,-1.0,-0.002896284,-395.286465,,,
97266,1982,.,-1.0,-0.002896284,-395.286465,,,
97266,1983,.,123.05,0.356387755,48639.99951,,,
97266,1984,-5.72,116.01,0.335997915,45857.1828,,,
97266,1985,9.2,126.68,0.366901266,50074.88938,,,
97266,1986,-11.15,112.55,0.325976772,44489.49163,,,
97266,1987,-1.42,110.96,0.32137168,43860.98615,,,
97266,1988,-2.59,108.08,0.313030382,42722.56113,,,
97266,1989,11.99,121.04,0.350566224,47845.47372,,,
97266,1990,14.41,138.47,0.401048455,54735.3168,,,
97266,1991,10.38,152.85,0.44269702,60419.53617,,,
97266,1992,8.71,166.15,0.481217598,65676.84615,,,
97266,1993,10.18,183.07,0.530222724,72365.09314,,,
97266,1994,6.78,195.48,0.56616561,77270.59817,,,
97266,1995,15.97,226.7,0.656587598,89611.4416,,,
97266,1996,8.57,246.12,0.712833435,97287.90475,,,
97266,1997,9.62,269.81,0.781446404,106652.2411,,,
97266,1998,5.7,285.18,0.82596229,112727.7941,,,
97266,1999,2.66,292.77,0.847945086,115728.0183,,,
97266,2000,2.91,301.3,0.87265039,119099.8119,,,
97266,2001,4.23,314.05,0.909578011,124139.7143,,,
97266,2002,3.01,323.52,0.937005822,127883.0771,,,
97266,2003,3.05,333.39,0.965592145,131784.5546,,,
97266,2004,6.35,354.56,1.026906479,140152.769,,,
97266,2005,13.01,400.67,1.160454137,158379.4279,,,
97266,2006,18.55,474.99,1.375705969,187757.118,,,
97266,2007,7.41,510.17,1.477597243,201663.2958,,,
97266,2008,-2.74,496.18,1.437078229,196133.2382,,,
97266,2009,-12.2,435.63,1.261708228,172198.6427,,,
97266,2010,-9.11,395.96,1.146812639,156517.6287,,,
97266,2011,-10.07,356.08,1.031308831,140753.6044,,,
97266,2012,-3.04,345.27,1.0,136481.0,,,
97266,2013,10.72,382.28,1.107191473,158718.0,,,
97266,2014,15.95,443.24,1.28374895,184702.0,,,
97266,2015,11.9,496.0,1.436556898,215999.0,222.0,1173.0,85.0
97266,2016,17.44,582.49,1.687056507,256004.0,296.0,1785.0,129.0
97266,2017,10.68,644.71,1.867263301,290090.0,370.0,1740.0,111.0
97266,2018,7.05,690.15,1.998870449,313009.0,390.0,1868.0,148.0
97266,2019,3.36,713.35,2.06606424,319566.0,368.0,1666.0,144.0
97266,2020,4.37,744.5,2.156283488,340832.0,320.0,1562.0,93.0
97266,2021,12.69,838.98,2.429924407,391612.0,415.0,1638.0,80.0
97266,2022,10.37,926.01,2.681988009,412646.0,359.0,1568.0,76.0
97267,1976,.,100.0,0.183378567,40057.82701,,,
97267,1977,26.94,126.94,0.232780753,50849.40561,,,
97267,1978,22.21,155.13,0.284475171,62141.70705,,,
97267,1979,17.88,182.88,0.335362723,73257.75404,,,
97267,1980,2.96,188.29,0.345283503,75424.88249,,,
97267,1981,-1.36,185.73,0.340589012,74399.40211,,,
97267,1982,-7.92,171.02,0.313614025,68506.89576,,,
97267,1983,10.8,189.49,0.347484046,75905.57641,,,
97267,1984,-4.05,181.81,0.333400572,72829.13529,,,
97267,1985,-4.72,173.23,0.317666691,69392.17374,,,
97267,1986,1.35,175.56,0.321939412,70325.52111,,,
97267,1987,0.84,177.03,0.324635077,70914.37116,,,
97267,1988,6.6,188.72,0.346072031,75597.13114,,,
97267,1989,8.02,203.85,0.373817208,81657.88037,,,
97267,1990,15.1,234.64,0.430279469,93991.68531,,,
97267,1991,7.43,252.09,0.462279029,100981.7761,,,
97267,1992,9.25,275.41,0.505042911,110323.2614,,,
97267,1993,7.12,295.03,0.541021785,118182.607,,,
97267,1994,8.82,321.06,0.588755226,128609.6594,,,
97267,1995,9.64,352.02,0.645529231,141011.5627,,,
97267,1996,6.94,376.46,0.690346952,150801.6956,,,
97267,1997,7.7,405.44,0.743490061,162410.4538,,,
97267,1998,4.55,423.89,0.777323406,169801.1229,,,
97267,1999,1.78,431.44,0.791168488,172825.4889,,,
97267,2000,2.72,443.19,0.81271547,177532.2835,,,
97267,2001,3.14,457.11,0.838241766,183108.3331,,,
97267,2002,2.44,468.24,0.858651801,187566.7692,,,
97267,2003,2.64,480.62,0.881354067,192525.9282,,,
97267,2004,7.23,515.39,0.945114795,206454.0346,,,
97267,2005,17.35,604.81,1.109091909,242273.7436,,,
97267,2006,15.34,697.61,1.279267219,279447.407,,,
97267,2007,8.29,755.43,1.385296707,302608.8426,,,
97267,2008,-2.86,733.81,1.34565026,293948.3404,,,
97267,2009,-11.09,652.43,1.196416783,261349.2808,,,
97267,2010,-8.63,596.11,1.093137974,238788.7126,,,
97267,2011,-5.34,564.28,1.034768576,226038.3063,,,
97267,2012,-3.36,545.32,1.0,218443.0,,,
97267,2013,7.3,585.14,1.073021345,238529.0,,,
97267,2014,10.89,648.88,1.189906844,261215.0,,,
97267,2015,10.5,717.02,1.314860999,292500.0,,,
97267,2016,13.93,816.94,1.498092863,340776.0,,,
97267,2017,9.33,893.2,1.637937358,362664.0,,,
97267,2018,5.2,939.69,1.723190054,388793.0,,,
97267,2019,3.22,969.9,1.778588719,398146.0,,,
97267,2020,3.42,1003.08,1.839433727,433363.0,,,
97267,2021,13.21,1135.53,2.082318639,503429.0,,,
97267,2022,13.6,1289.94,2.365473483,539303.0,,,
